date,time,province,confirmed,released,deceased
2020-01-20,16,서울,0,0,0
2020-01-20,16,부산,0,0,0
2020-01-20,16,대구,0,0,0
2020-01-20,16,인천,1,0,0
2020-01-20,16,광주,0,0,0
2020-01-20,16,대전,0,0,0
2020-01-20,16,울산,0,0,0
2020-01-20,16,세종,0,0,0
2020-01-20,16,경기도,0,0,0
2020-01-20,16,강원도,0,0,0
2020-01-20,16,충청북도,0,0,0
2020-01-20,16,충청남도,0,0,0
2020-01-20,16,전라북도,0,0,0
2020-01-20,16,전라남도,0,0,0
2020-01-20,16,경상북도,0,0,0
2020-01-20,16,경상남도,0,0,0
2020-01-20,16,제주도,0,0,0
2020-01-21,16,서울,0,0,0
2020-01-21,16,부산,0,0,0
2020-01-21,16,대구,0,0,0
2020-01-21,16,인천,1,0,0
2020-01-21,16,광주,0,0,0
2020-01-21,16,대전,0,0,0
2020-01-21,16,울산,0,0,0
2020-01-21,16,세종,0,0,0
2020-01-21,16,경기도,0,0,0
2020-01-21,16,강원도,0,0,0
2020-01-21,16,충청북도,0,0,0
2020-01-21,16,충청남도,0,0,0
2020-01-21,16,전라북도,0,0,0
2020-01-21,16,전라남도,0,0,0
2020-01-21,16,경상북도,0,0,0
2020-01-21,16,경상남도,0,0,0
2020-01-21,16,제주도,0,0,0
2020-01-22,16,서울,0,0,0
2020-01-22,16,부산,0,0,0
2020-01-22,16,대구,0,0,0
2020-01-22,16,인천,1,0,0
2020-01-22,16,광주,0,0,0
2020-01-22,16,대전,0,0,0
2020-01-22,16,울산,0,0,0
2020-01-22,16,세종,0,0,0
2020-01-22,16,경기도,0,0,0
2020-01-22,16,강원도,0,0,0
2020-01-22,16,충청북도,0,0,0
2020-01-22,16,충청남도,0,0,0
2020-01-22,16,전라북도,0,0,0
2020-01-22,16,전라남도,0,0,0
2020-01-22,16,경상북도,0,0,0
2020-01-22,16,경상남도,0,0,0
2020-01-22,16,제주도,0,0,0
2020-01-23,16,서울,0,0,0
2020-01-23,16,부산,0,0,0
2020-01-23,16,대구,0,0,0
2020-01-23,16,인천,1,0,0
2020-01-23,16,광주,0,0,0
2020-01-23,16,대전,0,0,0
2020-01-23,16,울산,0,0,0
2020-01-23,16,세종,0,0,0
2020-01-23,16,경기도,0,0,0
2020-01-23,16,강원도,0,0,0
2020-01-23,16,충청북도,0,0,0
2020-01-23,16,충청남도,0,0,0
2020-01-23,16,전라북도,0,0,0
2020-01-23,16,전라남도,0,0,0
2020-01-23,16,경상북도,0,0,0
2020-01-23,16,경상남도,0,0,0
2020-01-23,16,제주도,0,0,0
2020-01-24,16,서울,0,0,0
2020-01-24,16,부산,0,0,0
2020-01-24,16,대구,0,0,0
2020-01-24,16,인천,1,0,0
2020-01-24,16,광주,0,0,0
2020-01-24,16,대전,0,0,0
2020-01-24,16,울산,0,0,0
2020-01-24,16,세종,0,0,0
2020-01-24,16,경기도,1,0,0
2020-01-24,16,강원도,0,0,0
2020-01-24,16,충청북도,0,0,0
2020-01-24,16,충청남도,0,0,0
2020-01-24,16,전라북도,0,0,0
2020-01-24,16,전라남도,0,0,0
2020-01-24,16,경상북도,0,0,0
2020-01-24,16,경상남도,0,0,0
2020-01-24,16,제주도,0,0,0
2020-01-25,16,서울,0,0,0
2020-01-25,16,부산,0,0,0
2020-01-25,16,대구,0,0,0
2020-01-25,16,인천,1,0,0
2020-01-25,16,광주,0,0,0
2020-01-25,16,대전,0,0,0
2020-01-25,16,울산,0,0,0
2020-01-25,16,세종,0,0,0
2020-01-25,16,경기도,1,0,0
2020-01-25,16,강원도,0,0,0
2020-01-25,16,충청북도,0,0,0
2020-01-25,16,충청남도,0,0,0
2020-01-25,16,전라북도,0,0,0
2020-01-25,16,전라남도,0,0,0
2020-01-25,16,경상북도,0,0,0
2020-01-25,16,경상남도,0,0,0
2020-01-25,16,제주도,0,0,0
2020-01-26,16,서울,0,0,0
2020-01-26,16,부산,0,0,0
2020-01-26,16,대구,0,0,0
2020-01-26,16,인천,1,0,0
2020-01-26,16,광주,0,0,0
2020-01-26,16,대전,0,0,0
2020-01-26,16,울산,0,0,0
2020-01-26,16,세종,0,0,0
2020-01-26,16,경기도,2,0,0
2020-01-26,16,강원도,0,0,0
2020-01-26,16,충청북도,0,0,0
2020-01-26,16,충청남도,0,0,0
2020-01-26,16,전라북도,0,0,0
2020-01-26,16,전라남도,0,0,0
2020-01-26,16,경상북도,0,0,0
2020-01-26,16,경상남도,0,0,0
2020-01-26,16,제주도,0,0,0
2020-01-27,16,서울,1,0,0
2020-01-27,16,부산,0,0,0
2020-01-27,16,대구,0,0,0
2020-01-27,16,인천,1,0,0
2020-01-27,16,광주,0,0,0
2020-01-27,16,대전,0,0,0
2020-01-27,16,울산,0,0,0
2020-01-27,16,세종,0,0,0
2020-01-27,16,경기도,2,0,0
2020-01-27,16,강원도,0,0,0
2020-01-27,16,충청북도,0,0,0
2020-01-27,16,충청남도,0,0,0
2020-01-27,16,전라북도,0,0,0
2020-01-27,16,전라남도,0,0,0
2020-01-27,16,경상북도,0,0,0
2020-01-27,16,경상남도,0,0,0
2020-01-27,16,제주도,0,0,0
2020-01-28,16,서울,1,0,0
2020-01-28,16,부산,0,0,0
2020-01-28,16,대구,0,0,0
2020-01-28,16,인천,1,0,0
2020-01-28,16,광주,0,0,0
2020-01-28,16,대전,0,0,0
2020-01-28,16,울산,0,0,0
2020-01-28,16,세종,0,0,0
2020-01-28,16,경기도,2,0,0
2020-01-28,16,강원도,0,0,0
2020-01-28,16,충청북도,0,0,0
2020-01-28,16,충청남도,0,0,0
2020-01-28,16,전라북도,0,0,0
2020-01-28,16,전라남도,0,0,0
2020-01-28,16,경상북도,0,0,0
2020-01-28,16,경상남도,0,0,0
2020-01-28,16,제주도,0,0,0
2020-01-29,16,서울,1,0,0
2020-01-29,16,부산,0,0,0
2020-01-29,16,대구,0,0,0
2020-01-29,16,인천,1,0,0
2020-01-29,16,광주,0,0,0
2020-01-29,16,대전,0,0,0
2020-01-29,16,울산,0,0,0
2020-01-29,16,세종,0,0,0
2020-01-29,16,경기도,2,0,0
2020-01-29,16,강원도,0,0,0
2020-01-29,16,충청북도,0,0,0
2020-01-29,16,충청남도,0,0,0
2020-01-29,16,전라북도,0,0,0
2020-01-29,16,전라남도,0,0,0
2020-01-29,16,경상북도,0,0,0
2020-01-29,16,경상남도,0,0,0
2020-01-29,16,제주도,0,0,0
2020-01-30,16,서울,3,0,0
2020-01-30,16,부산,0,0,0
2020-01-30,16,대구,0,0,0
2020-01-30,16,인천,1,0,0
2020-01-30,16,광주,0,0,0
2020-01-30,16,대전,0,0,0
2020-01-30,16,울산,0,0,0
2020-01-30,16,세종,0,0,0
2020-01-30,16,경기도,3,0,0
2020-01-30,16,강원도,0,0,0
2020-01-30,16,충청북도,0,0,0
2020-01-30,16,충청남도,0,0,0
2020-01-30,16,전라북도,0,0,0
2020-01-30,16,전라남도,0,0,0
2020-01-30,16,경상북도,0,0,0
2020-01-30,16,경상남도,0,0,0
2020-01-30,16,제주도,0,0,0
2020-01-31,16,서울,4,0,0
2020-01-31,16,부산,0,0,0
2020-01-31,16,대구,0,0,0
2020-01-31,16,인천,1,0,0
2020-01-31,16,광주,0,0,0
2020-01-31,16,대전,0,0,0
2020-01-31,16,울산,0,0,0
2020-01-31,16,세종,0,0,0
2020-01-31,16,경기도,5,0,0
2020-01-31,16,강원도,0,0,0
2020-01-31,16,충청북도,0,0,0
2020-01-31,16,충청남도,0,0,0
2020-01-31,16,전라북도,1,0,0
2020-01-31,16,전라남도,0,0,0
2020-01-31,16,경상북도,0,0,0
2020-01-31,16,경상남도,0,0,0
2020-01-31,16,제주도,0,0,0
2020-02-01,16,서울,4,0,0
2020-02-01,16,부산,0,0,0
2020-02-01,16,대구,0,0,0
2020-02-01,16,인천,1,0,0
2020-02-01,16,광주,0,0,0
2020-02-01,16,대전,0,0,0
2020-02-01,16,울산,0,0,0
2020-02-01,16,세종,0,0,0
2020-02-01,16,경기도,6,0,0
2020-02-01,16,강원도,0,0,0
2020-02-01,16,충청북도,0,0,0
2020-02-01,16,충청남도,0,0,0
2020-02-01,16,전라북도,1,0,0
2020-02-01,16,전라남도,0,0,0
2020-02-01,16,경상북도,0,0,0
2020-02-01,16,경상남도,0,0,0
2020-02-01,16,제주도,0,0,0
2020-02-02,16,서울,5,0,0
2020-02-02,16,부산,0,0,0
2020-02-02,16,대구,0,0,0
2020-02-02,16,인천,1,0,0
2020-02-02,16,광주,0,0,0
2020-02-02,16,대전,0,0,0
2020-02-02,16,울산,0,0,0
2020-02-02,16,세종,0,0,0
2020-02-02,16,경기도,8,0,0
2020-02-02,16,강원도,0,0,0
2020-02-02,16,충청북도,0,0,0
2020-02-02,16,충청남도,0,0,0
2020-02-02,16,전라북도,1,0,0
2020-02-02,16,전라남도,0,0,0
2020-02-02,16,경상북도,0,0,0
2020-02-02,16,경상남도,0,0,0
2020-02-02,16,제주도,0,0,0
2020-02-03,16,서울,5,0,0
2020-02-03,16,부산,0,0,0
2020-02-03,16,대구,0,0,0
2020-02-03,16,인천,1,0,0
2020-02-03,16,광주,0,0,0
2020-02-03,16,대전,0,0,0
2020-02-03,16,울산,0,0,0
2020-02-03,16,세종,0,0,0
2020-02-03,16,경기도,8,0,0
2020-02-03,16,강원도,0,0,0
2020-02-03,16,충청북도,0,0,0
2020-02-03,16,충청남도,0,0,0
2020-02-03,16,전라북도,1,0,0
2020-02-03,16,전라남도,0,0,0
2020-02-03,16,경상북도,0,0,0
2020-02-03,16,경상남도,0,0,0
2020-02-03,16,제주도,0,0,0
2020-02-04,16,서울,5,0,0
2020-02-04,16,부산,0,0,0
2020-02-04,16,대구,0,0,0
2020-02-04,16,인천,1,0,0
2020-02-04,16,광주,1,0,0
2020-02-04,16,대전,0,0,0
2020-02-04,16,울산,0,0,0
2020-02-04,16,세종,0,0,0
2020-02-04,16,경기도,8,0,0
2020-02-04,16,강원도,0,0,0
2020-02-04,16,충청북도,0,0,0
2020-02-04,16,충청남도,0,0,0
2020-02-04,16,전라북도,1,0,0
2020-02-04,16,전라남도,0,0,0
2020-02-04,16,경상북도,0,0,0
2020-02-04,16,경상남도,0,0,0
2020-02-04,16,제주도,0,0,0
2020-02-05,16,서울,5,1,0
2020-02-05,16,부산,0,0,0
2020-02-05,16,대구,0,0,0
2020-02-05,16,인천,1,0,0
2020-02-05,16,광주,1,0,0
2020-02-05,16,대전,0,0,0
2020-02-05,16,울산,0,0,0
2020-02-05,16,세종,0,0,0
2020-02-05,16,경기도,10,0,0
2020-02-05,16,강원도,0,0,0
2020-02-05,16,충청북도,0,0,0
2020-02-05,16,충청남도,0,0,0
2020-02-05,16,전라북도,1,0,0
2020-02-05,16,전라남도,0,0,0
2020-02-05,16,경상북도,0,0,0
2020-02-05,16,경상남도,0,0,0
2020-02-05,16,제주도,0,0,0
2020-02-06,16,서울,10,1,0
2020-02-06,16,부산,0,0,0
2020-02-06,16,대구,0,0,0
2020-02-06,16,인천,1,1,0
2020-02-06,16,광주,1,0,0
2020-02-06,16,대전,0,0,0
2020-02-06,16,울산,0,0,0
2020-02-06,16,세종,0,0,0
2020-02-06,16,경기도,10,0,0
2020-02-06,16,강원도,0,0,0
2020-02-06,16,충청북도,0,0,0
2020-02-06,16,충청남도,0,0,0
2020-02-06,16,전라북도,1,0,0
2020-02-06,16,전라남도,0,0,0
2020-02-06,16,경상북도,0,0,0
2020-02-06,16,경상남도,0,0,0
2020-02-06,16,제주도,0,0,0
2020-02-07,16,서울,11,1,0
2020-02-07,16,부산,0,0,0
2020-02-07,16,대구,0,0,0
2020-02-07,16,인천,1,1,0
2020-02-07,16,광주,1,0,0
2020-02-07,16,대전,0,0,0
2020-02-07,16,울산,0,0,0
2020-02-07,16,세종,0,0,0
2020-02-07,16,경기도,10,0,0
2020-02-07,16,강원도,0,0,0
2020-02-07,16,충청북도,0,0,0
2020-02-07,16,충청남도,0,0,0
2020-02-07,16,전라북도,1,0,0
2020-02-07,16,전라남도,0,0,0
2020-02-07,16,경상북도,0,0,0
2020-02-07,16,경상남도,0,0,0
2020-02-07,16,제주도,0,0,0
2020-02-08,16,서울,11,1,0
2020-02-08,16,부산,0,0,0
2020-02-08,16,대구,0,0,0
2020-02-08,16,인천,1,1,0
2020-02-08,16,광주,1,0,0
2020-02-08,16,대전,0,0,0
2020-02-08,16,울산,0,0,0
2020-02-08,16,세종,0,0,0
2020-02-08,16,경기도,10,0,0
2020-02-08,16,강원도,0,0,0
2020-02-08,16,충청북도,0,0,0
2020-02-08,16,충청남도,0,0,0
2020-02-08,16,전라북도,1,0,0
2020-02-08,16,전라남도,0,0,0
2020-02-08,16,경상북도,0,0,0
2020-02-08,16,경상남도,0,0,0
2020-02-08,16,제주도,0,0,0
2020-02-09,16,서울,14,1,0
2020-02-09,16,부산,0,0,0
2020-02-09,16,대구,0,0,0
2020-02-09,16,인천,1,1,0
2020-02-09,16,광주,1,0,0
2020-02-09,16,대전,0,0,0
2020-02-09,16,울산,0,0,0
2020-02-09,16,세종,0,0,0
2020-02-09,16,경기도,10,1,0
2020-02-09,16,강원도,0,0,0
2020-02-09,16,충청북도,0,0,0
2020-02-09,16,충청남도,0,0,0
2020-02-09,16,전라북도,1,0,0
2020-02-09,16,전라남도,0,0,0
2020-02-09,16,경상북도,0,1,0
2020-02-09,16,경상남도,0,0,0
2020-02-09,16,제주도,0,0,0
2020-02-10,16,서울,14,1,0
2020-02-10,16,부산,0,0,0
2020-02-10,16,대구,0,0,0
2020-02-10,16,인천,1,1,0
2020-02-10,16,광주,1,0,0
2020-02-10,16,대전,0,0,0
2020-02-10,16,울산,0,0,0
2020-02-10,16,세종,0,0,0
2020-02-10,16,경기도,10,1,0
2020-02-10,16,강원도,0,0,0
2020-02-10,16,충청북도,0,0,0
2020-02-10,16,충청남도,0,0,0
2020-02-10,16,전라북도,1,0,0
2020-02-10,16,전라남도,0,0,0
2020-02-10,16,경상북도,0,1,0
2020-02-10,16,경상남도,0,0,0
2020-02-10,16,제주도,0,0,0
2020-02-11,16,서울,14,2,0
2020-02-11,16,부산,0,0,0
2020-02-11,16,대구,0,0,0
2020-02-11,16,인천,1,1,0
2020-02-11,16,광주,1,0,0
2020-02-11,16,대전,0,0,0
2020-02-11,16,울산,0,0,0
2020-02-11,16,세종,0,0,0
2020-02-11,16,경기도,12,3,0
2020-02-11,16,강원도,0,0,0
2020-02-11,16,충청북도,0,0,0
2020-02-11,16,충청남도,0,0,0
2020-02-11,16,전라북도,1,0,0
2020-02-11,16,전라남도,0,0,0
2020-02-11,16,경상북도,0,1,0
2020-02-11,16,경상남도,0,0,0
2020-02-11,16,제주도,0,0,0
2020-02-12,16,서울,14,2,0
2020-02-12,16,부산,0,0,0
2020-02-12,16,대구,0,0,0
2020-02-12,16,인천,1,1,0
2020-02-12,16,광주,1,0,0
2020-02-12,16,대전,0,0,0
2020-02-12,16,울산,0,0,0
2020-02-12,16,세종,0,0,0
2020-02-12,16,경기도,12,3,0
2020-02-12,16,강원도,0,0,0
2020-02-12,16,충청북도,0,0,0
2020-02-12,16,충청남도,0,0,0
2020-02-12,16,전라북도,1,0,0
2020-02-12,16,전라남도,0,0,0
2020-02-12,16,경상북도,0,1,0
2020-02-12,16,경상남도,0,0,0
2020-02-12,16,제주도,0,0,0
2020-02-13,16,서울,14,2,0
2020-02-13,16,부산,0,0,0
2020-02-13,16,대구,0,0,0
2020-02-13,16,인천,1,1,0
2020-02-13,16,광주,1,0,0
2020-02-13,16,대전,0,0,0
2020-02-13,16,울산,0,0,0
2020-02-13,16,세종,0,0,0
2020-02-13,16,경기도,12,5,0
2020-02-13,16,강원도,0,0,0
2020-02-13,16,충청북도,0,0,0
2020-02-13,16,충청남도,0,0,0
2020-02-13,16,전라북도,1,1,0
2020-02-13,16,전라남도,0,0,0
2020-02-13,16,경상북도,0,1,0
2020-02-13,16,경상남도,0,0,0
2020-02-13,16,제주도,0,0,0
2020-02-14,16,서울,14,2,0
2020-02-14,16,부산,0,0,0
2020-02-14,16,대구,0,0,0
2020-02-14,16,인천,1,1,0
2020-02-14,16,광주,1,0,0
2020-02-14,16,대전,0,0,0
2020-02-14,16,울산,0,0,0
2020-02-14,16,세종,0,0,0
2020-02-14,16,경기도,12,5,0
2020-02-14,16,강원도,0,0,0
2020-02-14,16,충청북도,0,0,0
2020-02-14,16,충청남도,0,0,0
2020-02-14,16,전라북도,1,1,0
2020-02-14,16,전라남도,0,0,0
2020-02-14,16,경상북도,0,1,0
2020-02-14,16,경상남도,0,0,0
2020-02-14,16,제주도,0,0,0
2020-02-15,16,서울,14,2,0
2020-02-15,16,부산,0,0,0
2020-02-15,16,대구,0,0,0
2020-02-15,16,인천,1,1,0
2020-02-15,16,광주,1,0,0
2020-02-15,16,대전,0,0,0
2020-02-15,16,울산,0,0,0
2020-02-15,16,세종,0,0,0
2020-02-15,16,경기도,12,5,0
2020-02-15,16,강원도,0,0,0
2020-02-15,16,충청북도,0,0,0
2020-02-15,16,충청남도,0,0,0
2020-02-15,16,전라북도,1,1,0
2020-02-15,16,전라남도,0,0,0
2020-02-15,16,경상북도,0,1,0
2020-02-15,16,경상남도,0,0,0
2020-02-15,16,제주도,0,0,0
2020-02-16,16,서울,14,3,0
2020-02-16,16,부산,0,0,0
2020-02-16,16,대구,0,0,0
2020-02-16,16,인천,1,1,0
2020-02-16,16,광주,1,0,0
2020-02-16,16,대전,0,0,0
2020-02-16,16,울산,0,0,0
2020-02-16,16,세종,0,0,0
2020-02-16,16,경기도,12,5,0
2020-02-16,16,강원도,0,0,0
2020-02-16,16,충청북도,0,0,0
2020-02-16,16,충청남도,0,0,0
2020-02-16,16,전라북도,1,1,0
2020-02-16,16,전라남도,0,0,0
2020-02-16,16,경상북도,0,1,0
2020-02-16,16,경상남도,0,0,0
2020-02-16,16,제주도,0,0,0
2020-02-17,16,서울,14,3,0
2020-02-17,16,부산,0,0,0
2020-02-17,16,대구,0,0,0
2020-02-17,16,인천,1,1,0
2020-02-17,16,광주,1,0,0
2020-02-17,16,대전,0,0,0
2020-02-17,16,울산,0,0,0
2020-02-17,16,세종,0,0,0
2020-02-17,16,경기도,12,5,0
2020-02-17,16,강원도,0,0,0
2020-02-17,16,충청북도,0,0,0
2020-02-17,16,충청남도,0,0,0
2020-02-17,16,전라북도,1,1,0
2020-02-17,16,전라남도,0,0,0
2020-02-17,16,경상북도,0,1,0
2020-02-17,16,경상남도,0,0,0
2020-02-17,16,제주도,0,0,0
2020-02-18,16,서울,14,3,0
2020-02-18,16,부산,0,0,0
2020-02-18,16,대구,1,0,0
2020-02-18,16,인천,1,1,0
2020-02-18,16,광주,1,0,0
2020-02-18,16,대전,0,0,0
2020-02-18,16,울산,0,0,0
2020-02-18,16,세종,0,0,0
2020-02-18,16,경기도,12,5,0
2020-02-18,16,강원도,0,0,0
2020-02-18,16,충청북도,0,0,0
2020-02-18,16,충청남도,0,0,0
2020-02-18,16,전라북도,1,1,0
2020-02-18,16,전라남도,0,0,0
2020-02-18,16,경상북도,0,1,0
2020-02-18,16,경상남도,0,0,0
2020-02-18,16,제주도,0,0,0
2020-02-19,16,서울,20,3,0
2020-02-19,16,부산,0,0,0
2020-02-19,16,대구,11,0,0
2020-02-19,16,인천,2,1,0
2020-02-19,16,광주,1,0,0
2020-02-19,16,대전,0,0,0
2020-02-19,16,울산,0,0,0
2020-02-19,16,세종,0,0,0
2020-02-19,16,경기도,12,7,0
2020-02-19,16,강원도,0,0,0
2020-02-19,16,충청북도,0,0,0
2020-02-19,16,충청남도,0,0,0
2020-02-19,16,전라북도,1,1,0
2020-02-19,16,전라남도,0,0,0
2020-02-19,16,경상북도,2,1,0
2020-02-19,16,경상남도,3,0,0
2020-02-19,16,제주도,0,0,0
2020-02-20,16,서울,22,5,0
2020-02-20,16,부산,8,0,0
2020-02-20,16,대구,30,0,0
2020-02-20,16,인천,2,1,0
2020-02-20,16,광주,1,2,0
2020-02-20,16,대전,0,0,0
2020-02-20,16,울산,0,0,0
2020-02-20,16,세종,0,0,0
2020-02-20,16,경기도,12,7,0
2020-02-20,16,강원도,0,0,0
2020-02-20,16,충청북도,0,0,0
2020-02-20,16,충청남도,0,0,0
2020-02-20,16,전라북도,1,1,0
2020-02-20,16,전라남도,0,0,0
2020-02-20,16,경상북도,25,1,1
2020-02-20,16,경상남도,3,0,0
2020-02-20,16,제주도,0,0,0
2020-02-21,16,서울,27,5,0
2020-02-21,16,부산,8,0,0
2020-02-21,16,대구,110,0,0
2020-02-21,16,인천,2,1,0
2020-02-21,16,광주,3,2,0
2020-02-21,16,대전,0,0,0
2020-02-21,16,울산,0,0,0
2020-02-21,16,세종,0,0,0
2020-02-21,16,경기도,14,7,0
2020-02-21,16,강원도,0,0,0
2020-02-21,16,충청북도,1,0,0
2020-02-21,16,충청남도,1,0,0
2020-02-21,16,전라북도,2,1,0
2020-02-21,16,전라남도,0,0,0
2020-02-21,16,경상북도,28,1,1
2020-02-21,16,경상남도,7,0,0
2020-02-21,16,제주도,1,0,0
2020-02-22,16,서울,30,6,0
2020-02-22,16,부산,11,0,0
2020-02-22,16,대구,193,0,0
2020-02-22,16,인천,2,1,0
2020-02-22,16,광주,6,2,0
2020-02-22,16,대전,2,0,0
2020-02-22,16,울산,1,0,0
2020-02-22,16,세종,1,0,0
2020-02-22,16,경기도,20,7,0
2020-02-22,16,강원도,6,0,0
2020-02-22,16,충청북도,3,0,0
2020-02-22,16,충청남도,1,0,0
2020-02-22,16,전라북도,3,1,0
2020-02-22,16,전라남도,1,0,0
2020-02-22,16,경상북도,145,1,3
2020-02-22,16,경상남도,7,0,0
2020-02-22,16,제주도,1,0,0
2020-02-23,16,서울,31,6,0
2020-02-23,16,부산,19,0,0
2020-02-23,16,대구,310,0,1
2020-02-23,16,인천,2,1,0
2020-02-23,16,광주,8,2,0
2020-02-23,16,대전,3,0,0
2020-02-23,16,울산,1,0,0
2020-02-23,16,세종,1,0,0
2020-02-23,16,경기도,24,7,0
2020-02-23,16,강원도,6,0,0
2020-02-23,16,충청북도,3,0,0
2020-02-23,16,충청남도,1,0,0
2020-02-23,16,전라북도,3,1,0
2020-02-23,16,전라남도,1,0,0
2020-02-23,16,경상북도,170,1,3
2020-02-23,16,경상남도,17,0,0
2020-02-23,16,제주도,2,0,0
2020-02-24,16,서울,35,6,0
2020-02-24,16,부산,34,0,0
2020-02-24,16,대구,483,0,2
2020-02-24,16,인천,2,1,0
2020-02-24,16,광주,9,2,0
2020-02-24,16,대전,3,0,0
2020-02-24,16,울산,2,0,0
2020-02-24,16,세종,1,0,0
2020-02-24,16,경기도,35,7,0
2020-02-24,16,강원도,6,0,0
2020-02-24,16,충청북도,3,0,0
2020-02-24,16,충청남도,1,0,0
2020-02-24,16,전라북도,3,1,0
2020-02-24,16,전라남도,1,0,0
2020-02-24,16,경상북도,193,1,6
2020-02-24,16,경상남도,20,0,0
2020-02-24,16,제주도,2,0,0
2020-02-25,16,서울,41,8,0
2020-02-25,16,부산,42,0,0
2020-02-25,16,대구,543,0,6
2020-02-25,16,인천,2,1,0
2020-02-25,16,광주,9,2,0
2020-02-25,16,대전,3,0,0
2020-02-25,16,울산,3,0,0
2020-02-25,16,세종,1,0,0
2020-02-25,16,경기도,42,8,0
2020-02-25,16,강원도,6,0,0
2020-02-25,16,충청북도,5,0,0
2020-02-25,16,충청남도,2,0,0
2020-02-25,16,전라북도,3,1,0
2020-02-25,16,전라남도,1,0,0
2020-02-25,16,경상북도,249,1,6
2020-02-25,16,경상남도,23,0,0
2020-02-25,16,제주도,2,0,0
2020-02-26,16,서울,49,8,0
2020-02-26,16,부산,58,0,0
2020-02-26,16,대구,710,1,6
2020-02-26,16,인천,3,1,0
2020-02-26,16,광주,9,2,0
2020-02-26,16,대전,5,0,0
2020-02-26,16,울산,4,0,0
2020-02-26,16,세종,1,0,0
2020-02-26,16,경기도,51,8,1
2020-02-26,16,강원도,6,0,0
2020-02-26,16,충청북도,5,0,0
2020-02-26,16,충청남도,3,0,0
2020-02-26,16,전라북도,3,1,0
2020-02-26,16,전라남도,1,0,0
2020-02-26,16,경상북도,317,1,6
2020-02-26,16,경상남도,34,0,0
2020-02-26,16,제주도,2,0,0
2020-02-27,16,서울,56,8,0
2020-02-27,16,부산,61,0,0
2020-02-27,16,대구,1132,2,6
2020-02-27,16,인천,3,1,0
2020-02-27,16,광주,9,2,0
2020-02-27,16,대전,9,0,0
2020-02-27,16,울산,11,0,0
2020-02-27,16,세종,1,0,0
2020-02-27,16,경기도,62,8,1
2020-02-27,16,강원도,6,0,0
2020-02-27,16,충청북도,8,0,0
2020-02-27,16,충청남도,12,0,0
2020-02-27,16,전라북도,5,1,0
2020-02-27,16,전라남도,1,0,0
2020-02-27,16,경상북도,345,1,6
2020-02-27,16,경상남도,43,0,0
2020-02-27,16,제주도,2,0,0
2020-02-28,16,서울,62,9,0
2020-02-28,16,부산,65,0,0
2020-02-28,16,대구,1580,3,6
2020-02-28,16,인천,4,1,0
2020-02-28,16,광주,9,2,0
2020-02-28,16,대전,13,0,0
2020-02-28,16,울산,14,0,0
2020-02-28,16,세종,1,0,0
2020-02-28,16,경기도,72,8,1
2020-02-28,16,강원도,7,0,0
2020-02-28,16,충청북도,9,0,0
2020-02-28,16,충청남도,35,0,0
2020-02-28,16,전라북도,5,1,0
2020-02-28,16,전라남도,1,0,0
2020-02-28,16,경상북도,409,1,6
2020-02-28,16,경상남도,49,1,0
2020-02-28,16,제주도,2,0,0
2020-02-29,16,서울,77,9,0
2020-02-29,16,부산,80,0,0
2020-02-29,16,대구,2236,3,10
2020-02-29,16,인천,6,1,0
2020-02-29,16,광주,9,2,0
2020-02-29,16,대전,13,0,0
2020-02-29,16,울산,17,0,0
2020-02-29,16,세종,1,0,0
2020-02-29,16,경기도,82,8,1
2020-02-29,16,강원도,7,0,0
2020-02-29,16,충청북도,10,0,0
2020-02-29,16,충청남도,55,0,0
2020-02-29,16,전라북도,5,1,0
2020-02-29,16,전라남도,3,0,0
2020-02-29,16,경상북도,488,1,6
2020-02-29,16,경상남도,59,1,0
2020-02-29,16,제주도,2,0,0
2020-03-01,16,서울,87,11,0
2020-03-01,16,부산,83,0,0
2020-03-01,16,대구,2704,6,11
2020-03-01,16,인천,6,1,0
2020-03-01,16,광주,9,2,0
2020-03-01,16,대전,13,0,0
2020-03-01,16,울산,20,0,0
2020-03-01,16,세종,1,0,0
2020-03-01,16,경기도,89,8,1
2020-03-01,16,강원도,15,0,0
2020-03-01,16,충청북도,11,0,0
2020-03-01,16,충청남도,68,0,0
2020-03-01,16,전라북도,6,1,0
2020-03-01,16,전라남도,3,0,0
2020-03-01,16,경상북도,556,1,6
2020-03-01,16,경상남도,63,1,0
2020-03-01,16,제주도,2,0,0
2020-03-02,0,서울,91,12,0
2020-03-02,0,부산,88,1,0
2020-03-02,0,대구,3081,7,15
2020-03-02,0,인천,7,1,0
2020-03-02,0,광주,9,2,0
2020-03-02,0,대전,14,0,0
2020-03-02,0,울산,20,0,0
2020-03-02,0,세종,1,0,0
2020-03-02,0,경기도,92,8,1
2020-03-02,0,강원도,19,0,0
2020-03-02,0,충청북도,11,0,0
2020-03-02,0,충청남도,78,0,0
2020-03-02,0,전라북도,6,1,0
