adstrd_code,adstrd_nm,brtc_nm,signgu_nm
11110515.0,청운효자동,서울특별시,종로구
11110530.0,사직동,서울특별시,종로구
11110540.0,삼청동,서울특별시,종로구
11110550.0,부암동,서울특별시,종로구
11110560.0,평창동,서울특별시,종로구
11110570.0,무악동,서울특별시,종로구
11110580.0,교남동,서울특별시,종로구
11110600.0,가회동,서울특별시,종로구
11110615.0,종로1.2.3.4가동,서울특별시,종로구
11110630.0,종로5.6가동,서울특별시,종로구
11110640.0,이화동,서울특별시,종로구
11110650.0,혜화동,서울특별시,종로구
11110670.0,창신1동,서울특별시,종로구
11110680.0,창신2동,서울특별시,종로구
11110690.0,창신3동,서울특별시,종로구
11110700.0,숭인1동,서울특별시,종로구
11110710.0,숭인2동,서울특별시,종로구
11140520.0,소공동,서울특별시,중구
11140540.0,회현동,서울특별시,중구
11140550.0,명동,서울특별시,중구
11140570.0,필동,서울특별시,중구
11140580.0,장충동,서울특별시,중구
11140590.0,광희동,서울특별시,중구
11140605.0,을지로동,서울특별시,중구
11140615.0,신당동,서울특별시,중구
11140625.0,다산동,서울특별시,중구
11140635.0,약수동,서울특별시,중구
11140645.0,청구동,서울특별시,중구
11140650.0,신당5동,서울특별시,중구
11140665.0,동화동,서울특별시,중구
11140670.0,황학동,서울특별시,중구
11140680.0,중림동,서울특별시,중구
11170510.0,후암동,서울특별시,용산구
11170520.0,용산2가동,서울특별시,용산구
11170530.0,남영동,서울특별시,용산구
11170555.0,청파동,서울특별시,용산구
11170560.0,원효로1동,서울특별시,용산구
11170570.0,원효로2동,서울특별시,용산구
11170580.0,효창동,서울특별시,용산구
11170590.0,용문동,서울특별시,용산구
11170625.0,한강로동,서울특별시,용산구
11170630.0,이촌1동,서울특별시,용산구
11170640.0,이촌2동,서울특별시,용산구
11170650.0,이태원1동,서울특별시,용산구
11170660.0,이태원2동,서울특별시,용산구
11170685.0,한남동,서울특별시,용산구
11170690.0,서빙고동,서울특별시,용산구
11170700.0,보광동,서울특별시,용산구
11200520.0,왕십리2동,서울특별시,성동구
11200535.0,왕십리도선동,서울특별시,성동구
11200540.0,마장동,서울특별시,성동구
11200550.0,사근동,서울특별시,성동구
11200560.0,행당1동,서울특별시,성동구
11200570.0,행당2동,서울특별시,성동구
11200580.0,응봉동,서울특별시,성동구
11200590.0,금호1가동,서울특별시,성동구
11200615.0,금호2.3가동,서울특별시,성동구
11200620.0,금호4가동,서울특별시,성동구
11200645.0,옥수동,서울특별시,성동구
11200650.0,성수1가1동,서울특별시,성동구
11200660.0,성수1가2동,서울특별시,성동구
11200670.0,성수2가1동,서울특별시,성동구
11200690.0,성수2가3동,서울특별시,성동구
11200720.0,송정동,서울특별시,성동구
11200790.0,용답동,서울특별시,성동구
11215710.0,화양동,서울특별시,광진구
11215730.0,군자동,서울특별시,광진구
11215740.0,중곡1동,서울특별시,광진구
11215750.0,중곡2동,서울특별시,광진구
11215760.0,중곡3동,서울특별시,광진구
11215770.0,중곡4동,서울특별시,광진구
11215780.0,능동,서울특별시,광진구
11215810.0,광장동,서울특별시,광진구
11215820.0,자양1동,서울특별시,광진구
11215830.0,자양2동,서울특별시,광진구
11215840.0,자양3동,서울특별시,광진구
11215847.0,자양4동,서울특별시,광진구
11215850.0,구의1동,서울특별시,광진구
11215860.0,구의2동,서울특별시,광진구
11215870.0,구의3동,서울특별시,광진구
11230536.0,용신동,서울특별시,동대문구
11230545.0,제기동,서울특별시,동대문구
11230560.0,전농1동,서울특별시,동대문구
11230570.0,전농2동,서울특별시,동대문구
11230600.0,답십리1동,서울특별시,동대문구
11230610.0,답십리2동,서울특별시,동대문구
11230650.0,장안1동,서울특별시,동대문구
11230660.0,장안2동,서울특별시,동대문구
11230705.0,청량리동,서울특별시,동대문구
11230710.0,회기동,서울특별시,동대문구
11230720.0,휘경1동,서울특별시,동대문구
11230730.0,휘경2동,서울특별시,동대문구
11230740.0,이문1동,서울특별시,동대문구
11230750.0,이문2동,서울특별시,동대문구
11260520.0,면목2동,서울특별시,중랑구
11260540.0,면목4동,서울특별시,중랑구
11260550.0,면목5동,서울특별시,중랑구
11260565.0,면목본동,서울특별시,중랑구
11260570.0,면목7동,서울특별시,중랑구
11260575.0,면목제3.8동,서울특별시,중랑구
11260580.0,상봉1동,서울특별시,중랑구
11260590.0,상봉2동,서울특별시,중랑구
11260600.0,중화1동,서울특별시,중랑구
11260610.0,중화2동,서울특별시,중랑구
11260620.0,묵1동,서울특별시,중랑구
11260630.0,묵2동,서울특별시,중랑구
11260655.0,망우본동,서울특별시,중랑구
11260660.0,망우3동,서울특별시,중랑구
11260680.0,신내1동,서울특별시,중랑구
11260690.0,신내2동,서울특별시,중랑구
11290525.0,성북동,서울특별시,성북구
11290555.0,삼선동,서울특별시,성북구
11290575.0,동선동,서울특별시,성북구
11290580.0,돈암1동,서울특별시,성북구
11290590.0,돈암2동,서울특별시,성북구
11290600.0,안암동,서울특별시,성북구
11290610.0,보문동,서울특별시,성북구
11290620.0,정릉1동,서울특별시,성북구
11290630.0,정릉2동,서울특별시,성북구
11290640.0,정릉3동,서울특별시,성북구
11290650.0,정릉4동,서울특별시,성북구
11290660.0,길음1동,서울특별시,성북구
11290685.0,길음2동,서울특별시,성북구
11290705.0,종암동,서울특별시,성북구
11290715.0,월곡1동,서울특별시,성북구
11290725.0,월곡2동,서울특별시,성북구
11290760.0,장위1동,서울특별시,성북구
11290770.0,장위2동,서울특별시,성북구
11290780.0,장위3동,서울특별시,성북구
11290810.0,석관동,서울특별시,성북구
11305534.0,삼양동,서울특별시,강북구
11305535.0,미아동,서울특별시,강북구
11305545.0,송중동,서울특별시,강북구
11305555.0,송천동,서울특별시,강북구
11305575.0,삼각산동,서울특별시,강북구
11305595.0,번1동,서울특별시,강북구
11305603.0,번2동,서울특별시,강북구
11305608.0,번3동,서울특별시,강북구
11305615.0,수유1동,서울특별시,강북구
11305625.0,수유2동,서울특별시,강북구
11305635.0,수유3동,서울특별시,강북구
11305645.0,우이동,서울특별시,강북구
11305660.0,인수동,서울특별시,강북구
11320511.0,창1동,서울특별시,도봉구
11320512.0,창2동,서울특별시,도봉구
11320513.0,창3동,서울특별시,도봉구
11320514.0,창4동,서울특별시,도봉구
11320515.0,창5동,서울특별시,도봉구
11320521.0,도봉1동,서울특별시,도봉구
11320522.0,도봉2동,서울특별시,도봉구
11320660.0,쌍문1동,서울특별시,도봉구
11320670.0,쌍문2동,서울특별시,도봉구
11320680.0,쌍문3동,서울특별시,도봉구
11320681.0,쌍문4동,서울특별시,도봉구
11320690.0,방학1동,서울특별시,도봉구
11320700.0,방학2동,서울특별시,도봉구
11320710.0,방학3동,서울특별시,도봉구
11350560.0,월계1동,서울특별시,노원구
11350570.0,월계2동,서울특별시,노원구
11350580.0,월계3동,서울특별시,노원구
11350595.0,공릉1동,서울특별시,노원구
11350600.0,공릉2동,서울특별시,노원구
11350611.0,하계1동,서울특별시,노원구
11350612.0,하계2동,서울특별시,노원구
11350619.0,중계본동,서울특별시,노원구
11350621.0,중계1동,서울특별시,노원구
11350624.0,중계4동,서울특별시,노원구
11350625.0,중계2.3동,서울특별시,노원구
11350630.0,상계1동,서울특별시,노원구
11350640.0,상계2동,서울특별시,노원구
11350665.0,상계3.4동,서울특별시,노원구
11350670.0,상계5동,서울특별시,노원구
11350695.0,상계6.7동,서울특별시,노원구
11350700.0,상계8동,서울특별시,노원구
11350710.0,상계9동,서울특별시,노원구
11350720.0,상계10동,서울특별시,노원구
11380510.0,녹번동,서울특별시,은평구
11380520.0,불광1동,서울특별시,은평구
11380530.0,불광2동,서울특별시,은평구
11380551.0,갈현1동,서울특별시,은평구
11380552.0,갈현2동,서울특별시,은평구
11380560.0,구산동,서울특별시,은평구
11380570.0,대조동,서울특별시,은평구
11380580.0,응암1동,서울특별시,은평구
11380590.0,응암2동,서울특별시,은평구
11380600.0,응암3동,서울특별시,은평구
11380625.0,역촌동,서울특별시,은평구
11380631.0,신사1동,서울특별시,은평구
11380632.0,신사2동,서울특별시,은평구
11380640.0,증산동,서울특별시,은평구
11380650.0,수색동,서울특별시,은평구
11380690.0,진관동,서울특별시,은평구
11410520.0,천연동,서울특별시,서대문구
11410555.0,북아현동,서울특별시,서대문구
11410565.0,충현동,서울특별시,서대문구
11410585.0,신촌동,서울특별시,서대문구
11410615.0,연희동,서울특별시,서대문구
11410620.0,홍제1동,서울특별시,서대문구
11410640.0,홍제3동,서울특별시,서대문구
11410655.0,홍제2동,서울특별시,서대문구
11410660.0,홍은1동,서울특별시,서대문구
11410685.0,홍은2동,서울특별시,서대문구
11410690.0,남가좌1동,서울특별시,서대문구
11410700.0,남가좌2동,서울특별시,서대문구
11410710.0,북가좌1동,서울특별시,서대문구
11410720.0,북가좌2동,서울특별시,서대문구
11440555.0,아현동,서울특별시,마포구
11440565.0,공덕동,서울특별시,마포구
11440585.0,도화동,서울특별시,마포구
11440590.0,용강동,서울특별시,마포구
11440600.0,대흥동,서울특별시,마포구
11440610.0,염리동,서울특별시,마포구
11440630.0,신수동,서울특별시,마포구
11440655.0,서강동,서울특별시,마포구
11440660.0,서교동,서울특별시,마포구
11440680.0,합정동,서울특별시,마포구
11440690.0,망원1동,서울특별시,마포구
11440700.0,망원2동,서울특별시,마포구
11440710.0,연남동,서울특별시,마포구
11440720.0,성산1동,서울특별시,마포구
11440730.0,성산2동,서울특별시,마포구
11440740.0,상암동,서울특별시,마포구
11470510.0,목1동,서울특별시,양천구
11470520.0,목2동,서울특별시,양천구
11470530.0,목3동,서울특별시,양천구
11470540.0,목4동,서울특별시,양천구
11470550.0,목5동,서울특별시,양천구
11470560.0,신월1동,서울특별시,양천구
11470570.0,신월2동,서울특별시,양천구
11470580.0,신월3동,서울특별시,양천구
11470590.0,신월4동,서울특별시,양천구
11470600.0,신월5동,서울특별시,양천구
11470610.0,신월6동,서울특별시,양천구
11470611.0,신월7동,서울특별시,양천구
11470620.0,신정1동,서울특별시,양천구
11470630.0,신정2동,서울특별시,양천구
11470640.0,신정3동,서울특별시,양천구
11470650.0,신정4동,서울특별시,양천구
11470670.0,신정6동,서울특별시,양천구
11470680.0,신정7동,서울특별시,양천구
11500510.0,염창동,서울특별시,강서구
11500520.0,등촌1동,서울특별시,강서구
11500530.0,등촌2동,서울특별시,강서구
11500535.0,등촌3동,서울특별시,강서구
11500540.0,화곡1동,서울특별시,강서구
11500550.0,화곡2동,서울특별시,강서구
11500560.0,화곡3동,서울특별시,강서구
11500570.0,화곡4동,서울특별시,강서구
11500590.0,화곡본동,서울특별시,강서구
11500591.0,화곡6동,서울특별시,강서구
11500593.0,화곡8동,서울특별시,강서구
11500603.0,가양1동,서울특별시,강서구
11500604.0,가양2동,서울특별시,강서구
11500605.0,가양3동,서울특별시,강서구
11500611.0,발산1동,서울특별시,강서구
11500615.0,우장산동,서울특별시,강서구
11500620.0,공항동,서울특별시,강서구
11500630.0,방화1동,서울특별시,강서구
11500640.0,방화2동,서울특별시,강서구
11500641.0,방화3동,서울특별시,강서구
11530510.0,신도림동,서울특별시,구로구
11530520.0,구로1동,서울특별시,구로구
11530530.0,구로2동,서울특별시,구로구
11530540.0,구로3동,서울특별시,구로구
11530550.0,구로4동,서울특별시,구로구
11530560.0,구로5동,서울특별시,구로구
11530595.0,가리봉동,서울특별시,구로구
11530720.0,고척1동,서울특별시,구로구
11530730.0,고척2동,서울특별시,구로구
11530740.0,개봉1동,서울특별시,구로구
11530750.0,개봉2동,서울특별시,구로구
11530760.0,개봉3동,서울특별시,구로구
11530770.0,오류1동,서울특별시,구로구
11530780.0,오류2동,서울특별시,구로구
11530790.0,수궁동,서울특별시,구로구
11530800.0,항동,서울특별시,구로구
11545510.0,가산동,서울특별시,금천구
11545610.0,독산1동,서울특별시,금천구
11545620.0,독산2동,서울특별시,금천구
11545630.0,독산3동,서울특별시,금천구
11545640.0,독산4동,서울특별시,금천구
11545670.0,시흥1동,서울특별시,금천구
11545680.0,시흥2동,서울특별시,금천구
11545690.0,시흥3동,서울특별시,금천구
11545700.0,시흥4동,서울특별시,금천구
11545710.0,시흥5동,서울특별시,금천구
11560515.0,영등포본동,서울특별시,영등포구
11560535.0,영등포동,서울특별시,영등포구
11560540.0,여의동,서울특별시,영등포구
11560550.0,당산1동,서울특별시,영등포구
11560560.0,당산2동,서울특별시,영등포구
11560585.0,도림동,서울특별시,영등포구
11560605.0,문래동,서울특별시,영등포구
11560610.0,양평1동,서울특별시,영등포구
11560620.0,양평2동,서울특별시,영등포구
11560630.0,신길1동,서울특별시,영등포구
11560650.0,신길3동,서울특별시,영등포구
11560660.0,신길4동,서울특별시,영등포구
11560670.0,신길5동,서울특별시,영등포구
11560680.0,신길6동,서울특별시,영등포구
11560690.0,신길7동,서울특별시,영등포구
11560700.0,대림1동,서울특별시,영등포구
11560710.0,대림2동,서울특별시,영등포구
11560720.0,대림3동,서울특별시,영등포구
11590510.0,노량진1동,서울특별시,동작구
11590520.0,노량진2동,서울특별시,동작구
11590530.0,상도1동,서울특별시,동작구
11590540.0,상도2동,서울특별시,동작구
11590550.0,상도3동,서울특별시,동작구
11590560.0,상도4동,서울특별시,동작구
11590605.0,흑석동,서울특별시,동작구
11590620.0,사당1동,서울특별시,동작구
11590630.0,사당2동,서울특별시,동작구
11590640.0,사당3동,서울특별시,동작구
11590650.0,사당4동,서울특별시,동작구
11590651.0,사당5동,서울특별시,동작구
11590660.0,대방동,서울특별시,동작구
11590670.0,신대방1동,서울특별시,동작구
11590680.0,신대방2동,서울특별시,동작구
11620525.0,보라매동,서울특별시,관악구
11620545.0,청림동,서울특별시,관악구
11620565.0,성현동,서울특별시,관악구
11620575.0,행운동,서울특별시,관악구
11620585.0,낙성대동,서울특별시,관악구
11620595.0,청룡동,서울특별시,관악구
11620605.0,은천동,서울특별시,관악구
11620615.0,중앙동,서울특별시,관악구
11620625.0,인헌동,서울특별시,관악구
11620630.0,남현동,서울특별시,관악구
11620645.0,서원동,서울특별시,관악구
11620655.0,신원동,서울특별시,관악구
11620665.0,서림동,서울특별시,관악구
11620685.0,신사동,서울특별시,관악구
11620695.0,신림동,서울특별시,관악구
11620715.0,난향동,서울특별시,관악구
11620725.0,조원동,서울특별시,관악구
11620735.0,대학동,서울특별시,관악구
11620745.0,삼성동,서울특별시,관악구
11620765.0,미성동,서울특별시,관악구
11620775.0,난곡동,서울특별시,관악구
11650510.0,서초1동,서울특별시,서초구
11650520.0,서초2동,서울특별시,서초구
11650530.0,서초3동,서울특별시,서초구
11650531.0,서초4동,서울특별시,서초구
11650540.0,잠원동,서울특별시,서초구
11650550.0,반포본동,서울특별시,서초구
11650560.0,반포1동,서울특별시,서초구
11650570.0,반포2동,서울특별시,서초구
11650580.0,반포3동,서울특별시,서초구
11650581.0,반포4동,서울특별시,서초구
11650590.0,방배본동,서울특별시,서초구
11650600.0,방배1동,서울특별시,서초구
11650610.0,방배2동,서울특별시,서초구
11650620.0,방배3동,서울특별시,서초구
11650621.0,방배4동,서울특별시,서초구
11650651.0,양재1동,서울특별시,서초구
11650652.0,양재2동,서울특별시,서초구
11650660.0,내곡동,서울특별시,서초구
11680510.0,신사동,서울특별시,강남구
11680521.0,논현1동,서울특별시,강남구
11680531.0,논현2동,서울특별시,강남구
11680545.0,압구정동,서울특별시,강남구
11680565.0,청담동,서울특별시,강남구
11680580.0,삼성1동,서울특별시,강남구
11680590.0,삼성2동,서울특별시,강남구
11680600.0,대치1동,서울특별시,강남구
11680610.0,대치2동,서울특별시,강남구
11680630.0,대치4동,서울특별시,강남구
11680640.0,역삼1동,서울특별시,강남구
11680650.0,역삼2동,서울특별시,강남구
11680655.0,도곡1동,서울특별시,강남구
11680656.0,도곡2동,서울특별시,강남구
11680660.0,개포1동,서울특별시,강남구
11680670.0,개포2동,서울특별시,강남구
11680690.0,개포4동,서울특별시,강남구
11680700.0,세곡동,서울특별시,강남구
11680720.0,일원본동,서울특별시,강남구
11680730.0,일원1동,서울특별시,강남구
11680740.0,일원2동,서울특별시,강남구
11680750.0,수서동,서울특별시,강남구
11710510.0,풍납1동,서울특별시,송파구
11710520.0,풍납2동,서울특별시,송파구
11710531.0,거여1동,서울특별시,송파구
11710532.0,거여2동,서울특별시,송파구
11710540.0,마천1동,서울특별시,송파구
11710550.0,마천2동,서울특별시,송파구
11710561.0,방이1동,서울특별시,송파구
11710562.0,방이2동,서울특별시,송파구
11710566.0,오륜동,서울특별시,송파구
11710570.0,오금동,서울특별시,송파구
11710580.0,송파1동,서울특별시,송파구
11710590.0,송파2동,서울특별시,송파구
11710600.0,석촌동,서울특별시,송파구
11710610.0,삼전동,서울특별시,송파구
11710620.0,가락본동,서울특별시,송파구
11710631.0,가락1동,서울특별시,송파구
11710632.0,가락2동,서울특별시,송파구
11710641.0,문정1동,서울특별시,송파구
11710642.0,문정2동,서울특별시,송파구
11710646.0,장지동,서울특별시,송파구
11710647.0,위례동,서울특별시,송파구
11710650.0,잠실본동,서울특별시,송파구
11710670.0,잠실2동,서울특별시,송파구
11710680.0,잠실3동,서울특별시,송파구
11710690.0,잠실4동,서울특별시,송파구
11710710.0,잠실6동,서울특별시,송파구
11710720.0,잠실7동,서울특별시,송파구
11740515.0,강일동,서울특별시,강동구
11740520.0,상일동,서울특별시,강동구
11740530.0,명일1동,서울특별시,강동구
11740540.0,명일2동,서울특별시,강동구
11740550.0,고덕1동,서울특별시,강동구
11740560.0,고덕2동,서울특별시,강동구
11740570.0,암사1동,서울특별시,강동구
11740580.0,암사2동,서울특별시,강동구
11740590.0,암사3동,서울특별시,강동구
11740600.0,천호1동,서울특별시,강동구
11740610.0,천호2동,서울특별시,강동구
11740620.0,천호3동,서울특별시,강동구
11740640.0,성내1동,서울특별시,강동구
11740650.0,성내2동,서울특별시,강동구
11740660.0,성내3동,서울특별시,강동구
11740685.0,길동,서울특별시,강동구
11740690.0,둔촌1동,서울특별시,강동구
11740700.0,둔촌2동,서울특별시,강동구
26110510.0,중앙동,부산광역시,중구
26110520.0,동광동,부산광역시,중구
26110530.0,대청동,부산광역시,중구
26110545.0,보수동,부산광역시,중구
26110560.0,부평동,부산광역시,중구
26110570.0,광복동,부산광역시,중구
26110580.0,남포동,부산광역시,중구
26110590.0,영주1동,부산광역시,중구
26110600.0,영주2동,부산광역시,중구
26140510.0,동대신1동,부산광역시,서구
26140520.0,동대신2동,부산광역시,서구
26140530.0,동대신3동,부산광역시,서구
26140540.0,서대신1동,부산광역시,서구
26140560.0,서대신3동,부산광역시,서구
26140570.0,서대신4동,부산광역시,서구
26140590.0,부민동,부산광역시,서구
26140615.0,아미동,부산광역시,서구
26140630.0,초장동,부산광역시,서구
26140640.0,충무동,부산광역시,서구
26140650.0,남부민1동,부산광역시,서구
26140660.0,남부민2동,부산광역시,서구
26140680.0,암남동,부산광역시,서구
26170510.0,초량1동,부산광역시,동구
26170520.0,초량2동,부산광역시,동구
26170530.0,초량3동,부산광역시,동구
26170550.0,초량6동,부산광역시,동구
26170560.0,수정1동,부산광역시,동구
26170570.0,수정2동,부산광역시,동구
26170590.0,수정4동,부산광역시,동구
26170600.0,수정5동,부산광역시,동구
26170645.0,좌천동,부산광역시,동구
26170650.0,범일1동,부산광역시,동구
26170660.0,범일2동,부산광역시,동구
26170680.0,범일5동,부산광역시,동구
26200530.0,남항동,부산광역시,영도구
26200540.0,영선1동,부산광역시,영도구
26200550.0,영선2동,부산광역시,영도구
26200585.0,신선동,부산광역시,영도구
26200590.0,봉래1동,부산광역시,영도구
26200605.0,봉래2동,부산광역시,영도구
26200630.0,청학1동,부산광역시,영도구
26200640.0,청학2동,부산광역시,영도구
26200650.0,동삼1동,부산광역시,영도구
26200660.0,동삼2동,부산광역시,영도구
26200670.0,동삼3동,부산광역시,영도구
26230510.0,부전1동,부산광역시,부산진구
26230520.0,부전2동,부산광역시,부산진구
26230540.0,연지동,부산광역시,부산진구
26230550.0,초읍동,부산광역시,부산진구
26230560.0,양정1동,부산광역시,부산진구
26230570.0,양정2동,부산광역시,부산진구
26230600.0,전포1동,부산광역시,부산진구
26230610.0,전포2동,부산광역시,부산진구
26230640.0,부암1동,부산광역시,부산진구
26230660.0,부암3동,부산광역시,부산진구
26230670.0,당감1동,부산광역시,부산진구
26230680.0,당감2동,부산광역시,부산진구
26230700.0,당감4동,부산광역시,부산진구
26230710.0,가야1동,부산광역시,부산진구
26230720.0,가야2동,부산광역시,부산진구
26230740.0,개금1동,부산광역시,부산진구
26230750.0,개금2동,부산광역시,부산진구
26230760.0,개금3동,부산광역시,부산진구
26230770.0,범천1동,부산광역시,부산진구
26230780.0,범천2동,부산광역시,부산진구
26260510.0,수민동,부산광역시,동래구
26260520.0,복산동,부산광역시,동래구
26260545.0,명륜동,부산광역시,동래구
26260550.0,온천1동,부산광역시,동래구
26260560.0,온천2동,부산광역시,동래구
26260570.0,온천3동,부산광역시,동래구
26260580.0,사직1동,부산광역시,동래구
26260590.0,사직2동,부산광역시,동래구
26260600.0,사직3동,부산광역시,동래구
26260740.0,안락1동,부산광역시,동래구
26260750.0,안락2동,부산광역시,동래구
26260761.0,명장1동,부산광역시,동래구
26260762.0,명장2동,부산광역시,동래구
26290510.0,대연1동,부산광역시,남구
26290530.0,대연3동,부산광역시,남구
26290540.0,대연4동,부산광역시,남구
26290550.0,대연5동,부산광역시,남구
26290560.0,대연6동,부산광역시,남구
26290570.0,용호1동,부산광역시,남구
26290580.0,용호2동,부산광역시,남구
26290590.0,용호3동,부산광역시,남구
26290600.0,용호4동,부산광역시,남구
26290610.0,용당동,부산광역시,남구
26290620.0,감만1동,부산광역시,남구
26290630.0,감만2동,부산광역시,남구
26290645.0,우암동,부산광역시,남구
26290680.0,문현1동,부산광역시,남구
26290690.0,문현2동,부산광역시,남구
26290700.0,문현3동,부산광역시,남구
26290710.0,문현4동,부산광역시,남구
26320510.0,구포1동,부산광역시,북구
26320520.0,구포2동,부산광역시,북구
26320521.0,구포3동,부산광역시,북구
26320530.0,금곡동,부산광역시,북구
26320541.0,화명1동,부산광역시,북구
26320542.0,화명2동,부산광역시,북구
26320543.0,화명3동,부산광역시,북구
26320550.0,덕천1동,부산광역시,북구
26320560.0,덕천2동,부산광역시,북구
26320561.0,덕천3동,부산광역시,북구
26320571.0,만덕1동,부산광역시,북구
26320572.0,만덕2동,부산광역시,북구
26320573.0,만덕3동,부산광역시,북구
26350510.0,우1동,부산광역시,해운대구
26350520.0,우2동,부산광역시,해운대구
26350525.0,우3동,부산광역시,해운대구
26350530.0,중1동,부산광역시,해운대구
26350540.0,중2동,부산광역시,해운대구
26350551.0,좌1동,부산광역시,해운대구
26350552.0,좌2동,부산광역시,해운대구
26350553.0,좌3동,부산광역시,해운대구
26350554.0,좌4동,부산광역시,해운대구
26350560.0,송정동,부산광역시,해운대구
26350570.0,반여1동,부산광역시,해운대구
26350580.0,반여2동,부산광역시,해운대구
26350590.0,반여3동,부산광역시,해운대구
26350595.0,반여4동,부산광역시,해운대구
26350610.0,반송1동,부산광역시,해운대구
26350620.0,반송2동,부산광역시,해운대구
26350650.0,재송1동,부산광역시,해운대구
26350660.0,재송2동,부산광역시,해운대구
26380510.0,괴정1동,부산광역시,사하구
26380520.0,괴정2동,부산광역시,사하구
26380530.0,괴정3동,부산광역시,사하구
26380540.0,괴정4동,부산광역시,사하구
26380550.0,당리동,부산광역시,사하구
26380561.0,하단1동,부산광역시,사하구
26380562.0,하단2동,부산광역시,사하구
26380571.0,신평1동,부산광역시,사하구
26380572.0,신평2동,부산광역시,사하구
26380580.0,장림1동,부산광역시,사하구
